item_category,pv,cart,fav,buy,uv,pv/uv,convert_buy_rate,buy_rate
3289012,960,83,14,38,561,1.71,0.03958,0.06
2408143,177,23,4,7,111,1.59,0.03955,0.05
146830,30401,2731,1706,1202,13405,2.27,0.03954,0.08
1925851,76,6,2,3,35,2.17,0.03947,0.08
2165787,228,7,2,9,105,2.17,0.03947,0.08
4593051,76,6,5,3,40,1.9,0.03947,0.07
3747051,76,6,2,3,42,1.81,0.03947,0.07
545120,76,3,2,3,53,1.43,0.03947,0.05
4842079,3041,226,85,120,1649,1.84,0.03946,0.06
3153380,659,33,11,26,292,2.26,0.03945,0.07
11120,1141,76,27,45,595,1.92,0.03944,0.07
784204,1623,121,40,64,1085,1.5,0.03943,0.05
4871255,9570,695,346,377,3299,2.9,0.03939,0.1
4981586,1092,63,24,43,508,2.15,0.03938,0.07
982081,7974,664,225,314,4085,1.95,0.03938,0.07
364125,889,81,32,35,374,2.38,0.03937,0.09
582098,127,9,6,5,58,2.19,0.03937,0.08
1858817,1652,80,45,65,684,2.42,0.03935,0.09
3695506,610,13,18,24,264,2.31,0.03934,0.08
3057225,4423,310,146,174,2178,2.03,0.03934,0.07
4468927,4907,274,125,193,1916,2.56,0.03933,0.09
1573863,178,12,7,7,105,1.7,0.03933,0.05
3635558,2416,244,122,95,1511,1.6,0.03932,0.05
4434812,7938,487,264,312,4073,1.95,0.0393,0.06
3454970,10364,776,334,407,4440,2.33,0.03927,0.07
1590884,51,5,0,2,23,2.22,0.03922,0.04
3778757,204,18,3,8,101,2.02,0.03922,0.05
2899021,51,5,1,2,26,1.96,0.03922,0.07
5066178,51,5,0,2,31,1.65,0.03922,0.06
2764649,102,6,5,4,64,1.59,0.03922,0.06
2966042,51,1,1,2,32,1.59,0.03922,0.06
5126693,51,0,1,2,37,1.38,0.03922,0.05
3571884,4718,456,197,185,3136,1.5,0.03921,0.05
3791831,8883,764,395,348,4004,2.22,0.03918,0.07
2027583,1583,100,31,62,652,2.43,0.03917,0.08
50601,81968,7393,2247,3210,26734,3.07,0.03916,0.1
3566895,3807,153,133,149,1508,2.52,0.03914,0.09
103181,6260,440,196,245,2986,2.1,0.03914,0.05
295183,7128,806,446,279,4556,1.56,0.03914,0.05
2592038,2201,113,55,86,656,3.36,0.03907,0.11
1442665,2842,103,38,111,605,4.7,0.03906,0.15
3296913,128,5,2,5,52,2.46,0.03906,0.09
1136776,5300,411,195,207,2465,2.15,0.03906,0.07
4172298,128,9,6,5,71,1.8,0.03906,0.05
2524663,128,7,1,5,81,1.58,0.03906,0.06
2917711,897,38,16,35,352,2.55,0.03902,0.08
1338377,13582,1104,657,530,5857,2.32,0.03902,0.08
1882323,897,56,21,35,393,2.28,0.03902,0.08
65720,9769,490,189,381,2791,3.5,0.039,0.12
4627820,11342,1060,452,442,4220,2.69,0.03897,0.09
1418845,231,8,4,9,84,2.75,0.03896,0.1
3729801,770,45,21,30,332,2.32,0.03896,0.08
4809328,154,14,7,6,88,1.75,0.03896,0.05
4332163,950,69,24,37,482,1.97,0.03895,0.07
4174407,2003,147,53,78,861,2.33,0.03894,0.07
1069119,822,64,54,32,440,1.87,0.03893,0.05
1378235,257,21,15,10,117,2.2,0.03891,0.08
2271635,437,21,8,17,309,1.41,0.0389,0.05
2806798,1440,107,29,56,700,2.06,0.03889,0.07
3962843,26413,1572,912,1027,8320,3.17,0.03888,0.1
2596518,1569,99,50,61,757,2.07,0.03888,0.07
2116789,1210,110,51,47,537,2.25,0.03884,0.07
1653613,8755,873,553,340,3127,2.8,0.03883,0.08
687541,103,5,3,4,49,2.1,0.03883,0.08
2535902,103,2,2,4,50,2.06,0.03883,0.08
1394012,206,19,16,8,134,1.54,0.03883,0.05
2845617,103,6,2,4,69,1.49,0.03883,0.05
1909440,2267,156,65,88,702,3.23,0.03882,0.1
4148477,2604,301,206,101,1381,1.89,0.03879,0.06
1448912,3405,375,107,132,1188,2.87,0.03877,0.1
3460047,826,70,31,32,215,3.84,0.03874,0.1
4244338,155,6,2,6,44,3.52,0.03871,0.09
3033798,4858,565,177,188,2499,1.94,0.0387,0.06
4849381,181,17,3,7,100,1.81,0.03867,0.07
1124842,181,8,4,7,121,1.5,0.03867,0.05
2576484,39794,3195,1091,1538,12768,3.12,0.03865,0.11
1891626,3106,220,141,120,1500,2.07,0.03863,0.07
1410963,259,15,7,10,78,3.32,0.03861,0.12
2413296,3292,153,50,127,764,4.31,0.03858,0.14
3510379,363,50,19,14,210,1.73,0.03857,0.06
883540,752,41,21,29,284,2.65,0.03856,0.09
1176344,2568,181,103,99,1139,2.25,0.03855,0.07
3309643,415,23,9,16,269,1.54,0.03855,0.05
446701,25534,2311,1113,984,7432,3.44,0.03854,0.1
3757435,4152,357,136,160,1420,2.92,0.03854,0.09
1167279,831,0,21,32,422,1.97,0.03851,0.07
2110377,987,39,26,38,455,2.17,0.0385,0.07
865432,52,3,2,2,17,3.06,0.03846,0.11
4104257,260,25,10,10,109,2.39,0.03846,0.08
2238843,2158,159,51,83,1061,2.03,0.03846,0.07
4065978,182,16,1,7,90,2.02,0.03846,0.07
1542889,312,43,4,12,166,1.88,0.03846,0.07
2778067,78,0,1,3,42,1.86,0.03846,0.07
4529006,104,5,2,4,64,1.62,0.03846,0.06
861112,52,12,2,2,39,1.33,0.03846,0.05
4937212,52,6,7,2,40,1.3,0.03846,0.04
4173539,1327,82,34,51,503,2.64,0.03843,0.09
5048062,10808,745,306,415,4319,2.5,0.0384,0.08
2590256,56478,5962,2498,2167,18012,3.14,0.03837,0.1
4503832,6128,421,229,235,1995,3.07,0.03835,0.09
1378600,287,28,6,11,191,1.5,0.03833,0.05
4019142,261,26,7,10,83,3.14,0.03831,0.11
2262787,2898,191,73,111,775,3.74,0.0383,0.13
3222818,2586,146,84,99,869,2.98,0.03828,0.09
4456596,4677,295,111,179,2578,1.81,0.03827,0.06
801221,162882,12617,6177,6231,66119,2.46,0.03825,0.08
2374871,157,6,2,6,105,1.5,0.03822,0.05
624370,5237,545,224,200,2943,1.78,0.03819,0.05
2551049,5898,258,133,225,2504,2.36,0.03815,0.08
2738312,6717,553,233,256,2273,2.96,0.03811,0.1
434180,656,33,12,25,307,2.14,0.03811,0.08
3385002,552,55,17,21,282,1.96,0.03804,0.07
3099552,1632,72,66,62,961,1.7,0.03799,0.06
3351726,31448,3138,1036,1194,9414,3.34,0.03797,0.09
2009072,79,3,1,3,41,1.93,0.03797,0.07
851609,79,5,4,3,53,1.49,0.03797,0.05
4452758,158,4,4,6,123,1.28,0.03797,0.05
1252230,8487,575,206,322,2021,4.2,0.03794,0.14
2307791,791,28,25,30,363,2.18,0.03793,0.08
3616520,70462,6606,2699,2672,16794,4.2,0.03792,0.12
127525,1978,151,111,75,1020,1.94,0.03792,0.06
4196603,132,8,2,5,58,2.28,0.03788,0.07
2774536,1294,54,27,49,477,2.71,0.03787,0.09
1396829,2377,211,84,90,1402,1.7,0.03786,0.06
1357361,185,4,2,7,66,2.8,0.03784,0.09
1397281,925,63,23,35,668,1.38,0.03784,0.05
122108,3172,254,114,120,925,3.43,0.03783,0.11
3588816,608,31,17,23,260,2.34,0.03783,0.07
1896842,291,24,12,11,178,1.63,0.0378,0.05
1711596,16592,1030,326,627,3464,4.79,0.03779,0.15
380055,1403,103,70,53,654,2.15,0.03778,0.07
4808228,2488,167,80,94,1351,1.84,0.03778,0.06
4756730,2145,66,44,81,1166,1.84,0.03776,0.06
1651662,662,44,21,25,380,1.74,0.03776,0.05
2878347,848,30,36,32,427,1.99,0.03774,0.07
510435,53,1,0,2,27,1.96,0.03774,0.07
2526478,371,36,9,14,221,1.68,0.03774,0.05
689424,53,5,2,2,36,1.47,0.03774,0.05
1635426,1485,58,23,56,678,2.19,0.03771,0.07
212449,5304,411,177,200,2699,1.97,0.03771,0.06
3013991,1539,150,35,58,680,2.26,0.03769,0.06
2591545,10029,781,409,378,4783,2.1,0.03769,0.07
3972128,584,49,19,22,306,1.91,0.03767,0.07
949648,11095,1090,206,418,6258,1.77,0.03767,0.06
1447294,1541,119,48,58,728,2.12,0.03764,0.07
1626142,1249,85,25,47,853,1.46,0.03763,0.05
1635363,1143,154,90,43,771,1.48,0.03762,0.05
4909025,1090,79,29,41,386,2.82,0.03761,0.1
2436491,1542,161,28,58,691,2.23,0.03761,0.06
3835723,6168,497,360,232,2987,2.06,0.03761,0.07
2426236,12504,986,368,470,4935,2.53,0.03759,0.08
606970,2474,176,85,93,998,2.48,0.03759,0.07
750508,133,12,5,5,62,2.15,0.03759,0.08
3946180,213,0,6,8,139,1.53,0.03756,0.06
1783394,1679,179,73,63,761,2.21,0.03752,0.07
1754291,533,30,3,20,245,2.18,0.03752,0.07
4562581,240,19,7,9,135,1.78,0.0375,0.06
4511523,80,5,1,3,49,1.63,0.0375,0.04
4845528,160,13,4,6,99,1.62,0.0375,0.06
3015852,75953,6121,2576,2847,20138,3.77,0.03748,0.08
1771708,587,39,20,22,322,1.82,0.03748,0.06
3974031,934,23,22,35,342,2.73,0.03747,0.09
666497,2322,217,77,87,1233,1.88,0.03747,0.06
3860845,33634,1290,940,1260,6779,4.96,0.03746,0.14
3732988,347,24,15,13,186,1.87,0.03746,0.06
2609943,2510,88,42,94,1177,2.13,0.03745,0.08
2976589,2670,220,76,100,1642,1.63,0.03745,0.05
759560,1362,103,49,51,664,2.05,0.03744,0.07
1937007,2030,165,38,76,1041,1.95,0.03744,0.06
1521068,4060,327,120,152,2164,1.88,0.03744,0.06
2457421,4968,239,108,186,2669,1.86,0.03744,0.06
3544270,374,23,6,14,189,1.98,0.03743,0.06
3381435,321,21,16,12,178,1.8,0.03738,0.06
5141934,107,3,4,4,60,1.78,0.03738,0.06
1743501,107,2,11,4,64,1.67,0.03738,0.04
2451344,669,56,33,25,287,2.33,0.03737,0.08
2016297,1795,74,37,67,631,2.84,0.03733,0.08
2533566,375,29,5,14,142,2.64,0.03733,0.09
1826911,1768,60,23,66,930,1.9,0.03733,0.05
739663,3938,272,113,147,2189,1.8,0.03733,0.05
4280793,1715,196,82,64,826,2.08,0.03732,0.05
1382264,7801,465,253,291,3662,2.13,0.0373,0.07
4241245,6412,659,378,239,2552,2.51,0.03727,0.07
327414,161,8,6,6,70,2.3,0.03727,0.08
2567555,188,5,9,7,127,1.48,0.03723,0.04
205899,403,26,10,15,255,1.58,0.03722,0.05
1846937,7659,618,342,285,3695,2.07,0.03721,0.06
2370610,4493,276,91,167,1551,2.9,0.03717,0.09
1954691,8424,546,238,313,3517,2.4,0.03716,0.08
1149385,2261,213,62,84,1158,1.95,0.03715,0.06
3609849,646,42,11,24,368,1.76,0.03715,0.05
4276479,862,45,13,32,289,2.98,0.03712,0.1
4783832,701,38,19,26,502,1.4,0.03709,0.05
878813,836,66,28,31,357,2.34,0.03708,0.08
4561988,4424,275,130,164,1809,2.45,0.03707,0.07
1922644,10254,763,460,380,4821,2.13,0.03706,0.06
3497230,16086,1388,660,596,5749,2.8,0.03705,0.09
1421085,243,14,3,9,86,2.83,0.03704,0.1
4295469,54,3,2,2,23,2.35,0.03704,0.09
3866121,1161,102,53,43,527,2.2,0.03704,0.07
1522340,81,6,2,3,37,2.19,0.03704,0.08
1619113,81,7,1,3,53,1.53,0.03704,0.05
1723640,81,5,4,3,59,1.37,0.03704,0.04
1384330,2813,296,105,104,1131,2.49,0.03697,0.08
4670238,487,37,18,18,326,1.49,0.03696,0.05
3108044,68381,6071,1612,2527,15122,4.52,0.03695,0.14
87054,866,48,22,32,575,1.51,0.03695,0.04
3258823,1002,53,35,37,611,1.64,0.03693,0.05
1340517,1219,104,69,45,749,1.63,0.03692,0.05
433130,325,20,10,12,240,1.35,0.03692,0.05
3957883,5097,262,99,188,1475,3.46,0.03688,0.12
3214361,17655,1323,543,651,4830,3.66,0.03687,0.1
2756070,1059,54,18,39,498,2.13,0.03683,0.07
3247211,869,63,35,32,433,2.01,0.03682,0.06
1764424,1358,83,30,50,810,1.68,0.03682,0.05
4595135,163,6,12,6,100,1.63,0.03681,0.05
3731630,1224,36,51,45,433,2.83,0.03676,0.08
4129924,11920,1107,512,438,4371,2.73,0.03674,0.09
2263836,708,33,17,26,285,2.48,0.03672,0.08
1902627,2206,212,103,81,1119,1.97,0.03672,0.06
768709,1471,109,22,54,1039,1.42,0.03671,0.05
2481784,1635,67,44,60,543,3.01,0.0367,0.09
4170025,545,51,38,20,214,2.55,0.0367,0.08
3339572,436,44,21,16,356,1.22,0.0367,0.04
3654707,1502,140,74,55,546,2.75,0.03662,0.07
4695078,3195,149,74,117,1256,2.54,0.03662,0.08
1128240,1038,51,25,38,406,2.56,0.03661,0.07
1535500,601,50,15,22,335,1.79,0.03661,0.06
3368773,601,44,25,22,457,1.32,0.03661,0.04
2736436,58484,4036,2143,2140,14202,4.12,0.03659,0.13
2328673,12162,892,438,445,3678,3.31,0.03659,0.1
1468785,164,15,6,6,68,2.41,0.03659,0.08
1519048,82,8,3,3,47,1.74,0.03659,0.06
2411901,1503,97,53,55,900,1.67,0.03659,0.04
1106870,602,20,25,22,342,1.76,0.03654,0.06
199300,219,10,2,8,88,2.49,0.03653,0.08
861353,219,8,4,8,118,1.86,0.03653,0.06
339124,8568,759,409,313,5456,1.57,0.03653,0.05
229607,1698,105,58,62,505,3.36,0.03651,0.11
850941,493,29,9,18,174,2.83,0.03651,0.08
1955064,904,60,36,33,432,2.09,0.0365,0.07
2650255,411,28,15,15,259,1.59,0.0365,0.05
3505338,3399,239,182,124,1606,2.12,0.03648,0.07
4526457,521,32,11,19,302,1.73,0.03647,0.06
3647870,905,78,25,33,358,2.53,0.03646,0.08
647486,192,7,3,7,100,1.92,0.03646,0.05
4294512,192,20,9,7,136,1.41,0.03646,0.05
4260877,1455,68,58,53,491,2.96,0.03643,0.1
1817077,6066,496,175,221,2776,2.19,0.03643,0.06
2026907,6317,287,94,230,2878,2.19,0.03641,0.07
3998373,522,52,23,19,204,2.56,0.0364,0.08
1999982,825,83,26,30,360,2.29,0.03636,0.06
3280276,55,8,1,2,32,1.72,0.03636,0.06
29017,110,10,4,4,65,1.69,0.03636,0.05
1766286,55,5,0,2,33,1.67,0.03636,0.06
3415881,220,27,9,8,137,1.61,0.03636,0.05
3937192,10430,770,370,379,5103,2.04,0.03634,0.07
479163,1929,130,57,70,582,3.31,0.03629,0.1
2505343,2866,154,86,104,1187,2.41,0.03629,0.08
3832749,3640,189,72,132,998,3.65,0.03626,0.11
996587,5296,360,240,192,2155,2.46,0.03625,0.08
155172,44853,3406,1572,1626,18452,2.43,0.03625,0.07
201867,5795,384,195,210,2136,2.71,0.03624,0.08
1158475,36879,2112,719,1336,6681,5.52,0.03623,0.17
4736122,138,10,5,5,66,2.09,0.03623,0.06
4212069,2789,139,74,101,835,3.34,0.03621,0.1
3338209,10501,913,517,380,4232,2.48,0.03619,0.07
1824155,83,10,7,3,53,1.57,0.03614,0.05
604527,83,5,0,3,68,1.22,0.03614,0.04
3987097,858,52,23,31,312,2.75,0.03613,0.09
4036672,1024,101,43,37,502,2.04,0.03613,0.06
841380,3322,229,108,120,1414,2.35,0.03612,0.08
1608693,360,25,11,13,162,2.22,0.03611,0.07
2609569,5512,407,132,199,2206,2.5,0.0361,0.08
2916918,942,32,24,34,388,2.43,0.03609,0.08
571820,2799,156,66,101,834,3.36,0.03608,0.11
76064,2966,206,85,107,1336,2.22,0.03608,0.07
2276883,7957,819,257,287,3039,2.62,0.03607,0.08
445662,416,22,19,15,182,2.29,0.03606,0.06
3272055,222,9,0,8,95,2.34,0.03604,0.08
5148857,1221,54,38,44,542,2.25,0.03604,0.07
1708364,222,0,8,8,150,1.48,0.03604,0.04
2052123,111,3,2,4,78,1.42,0.03604,0.05
5130965,111,5,5,4,81,1.37,0.03604,0.05
3924783,16529,1380,606,595,5888,2.81,0.036,0.09
1902453,8944,578,317,322,4653,1.92,0.036,0.06
2529055,639,41,25,23,426,1.5,0.03599,0.05
1009182,25015,2335,1065,899,9529,2.63,0.03594,0.08
3134373,167,10,5,6,87,1.92,0.03593,0.07
928449,5985,513,251,215,2194,2.73,0.03592,0.08
2954645,2562,172,82,92,1346,1.9,0.03591,0.06
4751680,613,21,10,22,159,3.86,0.03589,0.13
2153943,223,28,4,8,104,2.14,0.03587,0.07
671854,474,21,9,17,248,1.91,0.03586,0.06
2672706,307,36,9,11,174,1.76,0.03583,0.05
944818,10756,1181,527,385,4465,2.41,0.03579,0.07
4781861,1146,67,24,41,668,1.72,0.03578,0.05
1420205,16588,1367,555,593,5431,3.05,0.03575,0.09
3999977,27132,1471,529,969,5032,5.39,0.03571,0.13
1299473,952,64,38,34,357,2.67,0.03571,0.09
4822258,56,4,0,2,21,2.67,0.03571,0.09
3123830,112,10,8,4,48,2.33,0.03571,0.07
2496211,196,13,5,7,85,2.31,0.03571,0.08
2560419,56,6,0,2,28,2.0,0.03571,0.07
4082906,196,7,6,7,117,1.68,0.03571,0.05
2018601,168,7,7,6,103,1.63,0.03571,0.05
2119225,56,5,2,2,35,1.6,0.03571,0.05
3226113,56,3,2,2,35,1.6,0.03571,0.06
3933515,56,3,0,2,36,1.56,0.03571,0.05
3680709,56,10,3,2,40,1.4,0.03571,0.04
2448870,56,5,2,2,45,1.24,0.03571,0.04
4015820,40600,2953,1567,1449,9932,4.09,0.03569,0.11
2626154,7261,585,182,259,3286,2.21,0.03567,0.07
4391936,60291,5311,1957,2150,16836,3.58,0.03566,0.11
1840678,421,32,5,15,267,1.58,0.03563,0.04
2072473,68779,5294,2282,2450,18603,3.7,0.03562,0.09
4785750,393,30,11,14,146,2.69,0.03562,0.08
4853207,18973,1459,703,675,7431,2.55,0.03558,0.08
210544,5287,446,168,188,1861,2.84,0.03556,0.09
2751159,225,26,8,8,140,1.61,0.03556,0.05
3000315,4196,434,175,149,1837,2.28,0.03551,0.07
4908092,7099,578,374,252,3499,2.03,0.0355,0.06
3637176,451,56,8,16,311,1.45,0.03548,0.04
3137626,141,10,12,5,70,2.01,0.03546,0.07
4848899,10099,453,241,358,3897,2.59,0.03545,0.08
4307317,8013,805,413,284,3569,2.25,0.03544,0.07
2737340,7308,452,184,259,4046,1.81,0.03544,0.05
267209,54848,4622,1846,1943,13022,4.21,0.03543,0.07
923586,2032,113,34,72,862,2.36,0.03543,0.08
3736316,43932,3340,2152,1556,19833,2.22,0.03542,0.07
3032062,113,6,1,4,90,1.26,0.0354,0.03
4924285,1300,109,37,46,794,1.64,0.03538,0.05
2322253,35936,1638,738,1271,10995,3.27,0.03537,0.09
546023,2206,151,84,78,840,2.63,0.03536,0.08
1239912,2291,126,99,81,1118,2.05,0.03536,0.06
89797,198,5,3,7,114,1.74,0.03535,0.06
2058468,2831,190,145,100,1589,1.78,0.03532,0.06
1375362,1954,104,38,69,756,2.58,0.03531,0.07
4299646,85,7,2,3,38,2.24,0.03529,0.07
3322346,85,9,2,3,57,1.49,0.03529,0.05
4631602,85,13,6,3,68,1.25,0.03529,0.02
4118855,85,2,0,3,70,1.21,0.03529,0.04
1812396,3798,246,66,134,2099,1.81,0.03528,0.06
2839395,2438,183,63,86,1515,1.61,0.03527,0.05
1169503,14587,1155,427,514,7839,1.86,0.03524,0.06
314028,2413,213,56,85,1252,1.93,0.03523,0.06
2718441,653,27,20,23,284,2.3,0.03522,0.06
2585604,284,18,5,10,147,1.93,0.03521,0.06
3125533,1420,82,34,50,786,1.81,0.03521,0.05
3184079,1734,92,29,61,594,2.92,0.03518,0.09
1864538,199,9,4,7,105,1.9,0.03518,0.07
2219395,398,29,16,14,254,1.57,0.03518,0.05
3783852,1763,103,39,62,884,1.99,0.03517,0.06
4669265,7683,294,148,270,3678,2.09,0.03514,0.06
2065526,370,22,14,13,216,1.71,0.03514,0.05
876499,740,33,23,26,471,1.57,0.03514,0.04
1386176,484,34,12,17,303,1.6,0.03512,0.05
3700191,826,40,23,29,432,1.91,0.03511,0.05
3842534,114,9,7,4,34,3.35,0.03509,0.11
4266028,57,2,1,2,18,3.17,0.03509,0.1
4273374,399,24,8,14,199,2.01,0.03509,0.07
2201295,114,6,1,4,57,2.0,0.03509,0.04
2665617,57,4,3,2,30,1.9,0.03509,0.06
3222457,342,0,3,12,214,1.6,0.03509,0.05
3662596,3649,252,86,128,1118,3.26,0.03508,0.09
271505,1568,147,59,55,852,1.84,0.03508,0.06
5028877,16492,1397,512,578,4189,3.94,0.03505,0.12
119869,371,29,11,13,197,1.88,0.03504,0.06
4684862,18145,1518,607,635,8911,2.04,0.035,0.06
2352811,3315,185,107,116,1509,2.2,0.03499,0.06
823629,572,77,15,20,286,2.0,0.03497,0.06
2848291,143,9,6,5,82,1.74,0.03497,0.06
4477045,286,15,4,10,168,1.7,0.03497,0.05
1733466,4580,285,151,160,1419,3.23,0.03493,0.1
830235,229,14,4,8,113,2.03,0.03493,0.05
4993094,112626,11147,4387,3928,32456,3.47,0.03488,0.09
4640795,172,4,9,6,82,2.1,0.03488,0.06
3785061,86,10,2,3,47,1.83,0.03488,0.06
2484261,86,12,7,3,65,1.32,0.03488,0.04
3139028,86,4,0,3,69,1.25,0.03488,0.03
4603712,86,11,7,3,73,1.18,0.03488,0.04
5144469,19449,1581,773,678,6378,3.05,0.03486,0.09
1483715,7748,492,243,270,2416,3.21,0.03485,0.1
2553450,6398,410,307,223,2953,2.17,0.03485,0.07
3872498,316,19,8,11,121,2.61,0.03481,0.09
5103246,1667,158,62,58,710,2.35,0.03479,0.07
449431,115,8,4,4,51,2.25,0.03478,0.04
3859384,1093,130,31,38,456,2.4,0.03477,0.08
1090997,17030,849,273,592,3774,4.51,0.03476,0.11
214719,633,47,12,22,473,1.34,0.03476,0.04
3734231,259,11,5,9,127,2.04,0.03475,0.05
2204097,9585,708,233,333,3589,2.67,0.03474,0.08
1109293,2592,180,58,90,962,2.69,0.03472,0.08
1782900,144,2,2,5,107,1.35,0.03472,0.05
3781390,2766,186,57,96,1767,1.57,0.03471,0.05
2161099,3054,352,114,106,2294,1.33,0.03471,0.04
922189,19303,1746,716,669,10015,1.93,0.03466,0.06
4242717,83709,5670,2702,2900,15160,5.52,0.03464,0.15
2958024,924,67,25,32,432,2.14,0.03463,0.07
246844,3783,249,106,131,2105,1.8,0.03463,0.06
163196,27322,2219,880,946,8251,3.31,0.03462,0.09
222415,896,77,57,31,388,2.31,0.0346,0.06
2111279,4020,249,146,139,1269,3.17,0.03458,0.1
376030,8801,472,254,304,2564,3.43,0.03454,0.11
2232382,579,29,10,20,253,2.29,0.03454,0.07
226341,7036,446,210,243,3454,2.04,0.03454,0.05
2077723,4838,295,165,167,2328,2.08,0.03452,0.07
1818551,1420,77,39,49,504,2.82,0.03451,0.09
169865,1884,114,32,65,413,4.56,0.0345,0.14
4656948,5072,291,72,175,1238,4.1,0.0345,0.09
2157356,29751,2642,878,1026,9410,3.16,0.03449,0.09
3828167,58,1,0,2,25,2.32,0.03448,0.04
376837,522,47,8,18,257,2.03,0.03448,0.06
272572,58,7,1,2,33,1.76,0.03448,0.05
2107766,58,5,1,2,40,1.45,0.03448,0.05
3331421,58,1,1,2,42,1.38,0.03448,0.05
340619,58,2,0,2,44,1.32,0.03448,0.04
379863,58,7,4,2,47,1.23,0.03448,0.04
2188455,58,3,3,2,48,1.21,0.03448,0.04
3391862,14624,722,306,503,2943,4.97,0.0344,0.13
2950381,2009,120,40,69,569,3.53,0.03435,0.1
3118167,19611,1266,568,673,5793,3.39,0.03432,0.1
3045640,8420,488,194,289,2690,3.13,0.03432,0.09
1177618,2739,298,133,94,1284,2.13,0.03432,0.06
2372829,379,45,18,13,281,1.35,0.0343,0.04
2792484,8837,840,251,303,3641,2.43,0.03429,0.07
2787897,613,38,17,21,254,2.41,0.03426,0.07
3234738,7213,498,253,247,3133,2.3,0.03424,0.07
2566328,1724,116,64,59,1105,1.56,0.03422,0.05
1500468,643,60,20,22,260,2.47,0.03421,0.08
4147847,2076,161,75,71,751,2.76,0.0342,0.08
3253709,1170,53,54,40,520,2.25,0.03419,0.07
4791913,1170,108,39,40,546,2.14,0.03419,0.06
2913673,117,20,7,4,103,1.14,0.03419,0.03
4121590,10069,643,250,344,3291,3.06,0.03416,0.09
4349907,1406,109,59,48,587,2.4,0.03414,0.07
4924524,1378,65,26,47,438,3.15,0.03411,0.09
5063620,35811,2949,1228,1221,13756,2.6,0.0341,0.07
302746,88,3,6,3,34,2.59,0.03409,0.08
1760378,88,5,0,3,53,1.66,0.03409,0.05
1228115,88,2,4,3,58,1.52,0.03409,0.03
4964090,88,6,2,3,72,1.22,0.03409,0.03
4352653,235,30,21,8,133,1.77,0.03404,0.05
2290623,28830,1541,795,981,8837,3.26,0.03403,0.1
2918955,970,62,27,33,558,1.74,0.03402,0.05
1414261,706,39,20,24,228,3.1,0.03399,0.08
4783904,795,52,44,27,390,2.04,0.03396,0.06
1851156,169841,10266,5520,5764,54670,3.11,0.03394,0.09
481203,2949,233,96,100,952,3.1,0.03391,0.08
3259038,177,0,10,6,48,3.69,0.0339,0.11
3848874,3038,153,104,103,1011,3.0,0.0339,0.08
2304640,177,9,7,6,85,2.08,0.0339,0.05
1630907,59,4,2,2,29,2.03,0.0339,0.06
4441627,295,38,3,10,181,1.63,0.0339,0.05
2312170,177,11,6,6,132,1.34,0.0339,0.04
1950665,3247,168,120,110,1162,2.79,0.03388,0.09
2617994,4575,396,204,155,2546,1.8,0.03388,0.05
4063057,473,24,5,16,149,3.17,0.03383,0.08
1127791,1272,54,20,43,686,1.85,0.03381,0.05
4632342,4704,390,119,159,1455,3.23,0.0338,0.09
4470576,27363,1932,950,925,8729,3.13,0.0338,0.09
4096107,6391,583,310,216,2902,2.2,0.0338,0.06
4664549,6925,386,246,234,3007,2.3,0.03379,0.07
653249,2723,151,82,92,1284,2.12,0.03379,0.07
3697561,799,78,22,27,512,1.56,0.03379,0.05
920038,5388,470,246,182,2179,2.47,0.03378,0.07
3813713,148,3,7,5,101,1.47,0.03378,0.05
1298222,1747,110,45,59,437,4.0,0.03377,0.12
3883310,8026,728,200,271,3645,2.2,0.03377,0.07
3609110,237,28,4,8,125,1.9,0.03376,0.05
2484494,1482,112,68,50,616,2.41,0.03374,0.07
2851989,2609,111,63,88,1754,1.49,0.03373,0.04
4855945,890,66,30,30,366,2.43,0.03371,0.06
4879255,1869,107,84,63,810,2.31,0.03371,0.07
4227096,89,10,6,3,50,1.78,0.03371,0.03
3332364,267,19,8,9,153,1.75,0.03371,0.05
1234361,594,43,30,20,330,1.8,0.03367,0.05
2257565,119,4,6,4,58,2.05,0.03361,0.03
2008580,119,13,10,4,94,1.27,0.03361,0.04
2026937,119,8,1,4,96,1.24,0.03361,0.04
516198,2292,158,64,77,1174,1.95,0.0336,0.06
102272,106877,9986,3805,3589,32728,3.27,0.03358,0.09
2196643,1491,109,37,50,625,2.39,0.03353,0.07
564681,17398,739,261,583,3490,4.99,0.03351,0.13
355704,747,71,31,25,486,1.54,0.03347,0.04
2129263,1733,101,64,58,1160,1.49,0.03347,0.04
4462359,128568,8707,4345,4302,33736,3.81,0.03346,0.11
1378332,1644,90,33,55,328,5.01,0.03345,0.11
4393800,1166,111,28,39,649,1.8,0.03345,0.05
1335333,359,7,8,12,135,2.66,0.03343,0.07
1674844,4703,131,86,157,1680,2.8,0.03338,0.05
284968,21269,1074,533,710,7980,2.67,0.03338,0.07
3415505,6862,411,163,229,2779,2.47,0.03337,0.06
2885642,954553,56622,29112,31844,148345,6.43,0.03336,0.17
3244938,90,3,3,3,31,2.9,0.03333,0.06
1143790,180,9,5,6,94,1.91,0.03333,0.06
2326685,60,1,1,2,32,1.88,0.03333,0.06
2546494,150,8,1,5,85,1.76,0.03333,0.06
292202,60,5,2,2,43,1.4,0.03333,0.04
2630209,120,8,3,4,88,1.36,0.03333,0.04
